key_painter| matching_painter| image_url| museum
Allegretto Nuzi|Allegretto Nuzi|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000128/169918_1304485.jpg|artic
Georges Rouault|Georges Rouault|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000151/3347_1616313.jpg|artic
Georges Rouault|Georges Rouault|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31773136-WEB.jpg|lacma
Georges Rouault|Georges Rouault|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31773136-WEB.jpg|lacma
Attributed to Jan Brueghel the Elder|Attributed to Jan Brueghel the Elder|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000151/2695_1606990.jpg|artic
Francisco José de Goya y Lucientes|Francisco José de Goya y Lucientes|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000163/191260_1765105.jpg|artic
Suzanne Duchamp|Suzanne Duchamp|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000255/189290_3042691.jpg|artic
Albert André|Albert André|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000150/2010_1597992.jpg|artic
Edgar Degas|Edgar Degas|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000151/3223_1614300.jpg|artic
Edgar Degas|Edgar Degas|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000157/9087_1692887.jpg|artic
Edgar Degas|Edgar Degas|http://www.dia.org/user_area/comping/1998.65-S1.jpg|detroit
Edgar Degas|Edgar Degas|http://www.dia.org/user_area/comping/21.5-S1.jpg|detroit
Edgar Degas|Edgar Degas|http://www.dia.org/user_area/comping/21.8-S1.jpg|detroit
Edgar Degas|Edgar Degas|http://www.dia.org/user_area/comping/48.279.jpg|detroit
Edgar Degas|Edgar Degas|http://www.dia.org/user_area/comping/70.167-S1.jpg|detroit
Edgar Degas|Edgar Degas|http://www.dia.org/user_area/comping/70.168.jpg|detroit
Edgar Degas|Edgar Degas|http://www.dia.org/user_area/comping/56.173.jpg|detroit
Edgar Degas|Edgar Degas|http://www.dia.org/user_area/comping/69.302.jpg|detroit
Edgar Degas|Edgar Degas|http://www.dia.org/user_area/comping/71.78.jpg|detroit
Edgar Degas|Edgar Degas|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31771394-WEB.jpg|lacma
Edgar Degas|Edgar Degas|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31771394-WEB.jpg|lacma
Gustave Caillebotte|Gustave Caillebotte|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000155/6587_1665636.jpg|artic
Martin Rico y Ortega|Martin Rico y Ortega|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000253/184154_3002259.jpg|artic
Ernest Lawson|Ernest Lawson|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000128/159265_1302302.jpg|artic
Ernest Lawson|Ernest Lawson|http://www.dia.org/user_area/comping/23.19-D1.jpg|detroit
Ernest Lawson|Ernest Lawson|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31958420-WEB.jpg|lacma
David Aronson|David Aronson|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000068/36869_591193.jpg|artic
Mira Edgerly-Korzybska|Mira Edgerly-Korzybska|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000157/9020_1691888.jpg|artic
Leon Kroll|Leon Kroll|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000150/7420_1592364.jpg|artic
Leon Kroll|Leon Kroll|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000149/545_1581496.jpg|artic
Leon Kroll|Leon Kroll|http://www.dia.org/user_area/comping/19.35-S1.jpg|detroit
Leon Kroll|Leon Kroll|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31969164-WEB.jpg|lacma
Wallace L. DeWolf|Wallace L. DeWolf|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000149/984_1585014.jpg|artic
Rockwell Kent|Rockwell Kent|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000149/1215_1587366.jpg|artic
Jerome Myers|Jerome Myers|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000156/7918_1679754.jpg|artic
George Wesley Bellows|George Wesley Bellows|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000149/1222_1587466.jpg|artic
George Wesley Bellows|George Wesley Bellows|http://www.dia.org/user_area/comping/17.17-S1.jpg|detroit
Ivan Albright|Ivan Albright|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000151/3432_1617303.jpg|artic
Ivan Albright|Ivan Albright|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000152/4160_1627254.jpg|artic
Ivan Albright|Ivan Albright|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000153/4847_1637680.jpg|artic
Ivan Albright|Ivan Albright|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000153/4848_1637709.jpg|artic
Ivan Albright|Ivan Albright|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000153/4525_1632999.jpg|artic
Ivan Albright|Ivan Albright|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000153/4529_1633081.jpg|artic
Ivan Albright|Ivan Albright|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000153/4530_1633108.jpg|artic
Ivan Albright|Ivan Albright|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000153/4531_1633133.jpg|artic
Ivan Albright|Ivan Albright|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000153/4532_1633157.jpg|artic
Ivan Albright|Ivan Albright|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000153/4533_1633180.jpg|artic
Ivan Albright|Ivan Albright|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000153/4534_1633204.jpg|artic
Ivan Albright|Ivan Albright|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000153/4536_1633236.jpg|artic
Ivan Albright|Ivan Albright|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000153/4537_1633268.jpg|artic
Ivan Albright|Ivan Albright|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000153/4540_1633353.jpg|artic
Ivan Albright|Ivan Albright|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000153/4543_1633399.jpg|artic
Ivan Albright|Ivan Albright|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000153/4544_1633426.jpg|artic
Ivan Albright|Ivan Albright|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000153/4545_1633449.jpg|artic
Ivan Albright|Ivan Albright|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000153/4528_1633055.jpg|artic
Charles Harold Davis|Charles Harold Davis|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000149/1263_1588113.jpg|artic
John R. Grabach|John R. Grabach|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000149/1266_1588185.jpg|artic
John R. Grabach|John R. Grabach|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31973330-WEB.jpg|lacma
John R. Grabach|John R. Grabach|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31973442-WEB.jpg|lacma
John Warner Norton|John Warner Norton|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000149/1267_1588208.jpg|artic
Arthur B. Davies|Arthur B. Davies|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000150/1821_1594947.jpg|artic
Arthur B. Davies|Arthur B. Davies|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000150/1822_1594976.jpg|artic
Arthur B. Davies|Arthur B. Davies|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000149/1491_1590529.jpg|artic
Arthur B. Davies|Arthur B. Davies|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000148/365_1578148.jpg|artic
Arthur B. Davies|Arthur B. Carles|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000149/1556_1591178.jpg|artic
Abraham Rattner|Abraham Rattner|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000152/3849_1622755.jpg|artic
Louis Betts|Louis Betts|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000158/9819_1699462.jpg|artic
Peter Hurd|Peter Hurd|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000150/2048_1598645.jpg|artic
Adam Emory Albright|Adam Emory Albright|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000152/3917_1623561.jpg|artic
William Penhallow Henderson|William Penhallow Henderson|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000150/2038_1598483.jpg|artic
Rufino Tamayo|Rufino Tamayo|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000152/3892_1623230.jpg|artic
Georgia O'Keeffe|Georgia O'Keeffe|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000163/19672_1761524.jpg|artic
Georgia O'Keeffe|Georgia O'Keeffe|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000154/5446_1647881.jpg|artic
Georgia O'Keeffe|Georgia O'Keeffe|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000151/3149_1613079.jpg|artic
Georgia O'Keeffe|Georgia O'Keeffe|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-33991631-WEB.jpg|lacma
Alexander Brook|Alexander Brook|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000150/2096_1599320.jpg|artic
Robert Bartholow Harshe|Robert Bartholow Harshe|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000150/2113_1599502.jpg|artic
Emil Carlsen|Emil Carlsen|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000157/8591_1687307.jpg|artic
Eugene Speicher|Eugene Speicher|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000150/2322_1601238.jpg|artic
Eugene Speicher|Eugene Speicher|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31972685-WEB.jpg|lacma
Eugene Speicher|Eugene Speicher|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31973414-WEB.jpg|lacma
John D. Graham|John D. Graham|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000153/4362_1630856.jpg|artic
Homer Dodge Martin|Homer Dodge Martin|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000150/2488_1603654.jpg|artic
Homer Dodge Martin|Homer Dodge Martin|http://www.dia.org/user_area/comping/67.253-S1.jpg|detroit
Homer Dodge Martin|Homer Dodge Martin|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31973909-WEB.jpg|lacma
Peppino Mangravite|Peppino Mangravite|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000150/2503_1603923.jpg|artic
O. Louis Guglielmi|O. Louis Guglielmi|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000161/17793_1737362.jpg|artic
Emil Armin|Emil Armin|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000153/4662_1634760.jpg|artic
Gertrude Abercrombie|Gertrude Abercrombie|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000153/4663_1634779.jpg|artic
Artist unknown|Artist unknown|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000150/2571_1604957.jpg|artic
Artist unknown|Artist unknown|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000153/4798_1637023.jpg|artic
Artist unknown|Artist unknown|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000153/4802_1637095.jpg|artic
Artist unknown|Artist unknown|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000153/4805_1637145.jpg|artic
Artist unknown|Artist unknown|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000153/4807_1637188.jpg|artic
Artist unknown|Artist unknown|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000153/4884_1638390.jpg|artic
Reginald Marsh|Reginald Marsh|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000156/7858_1678989.jpg|artic
Reginald Marsh|Reginald Marsh|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31973190-WEB.jpg|lacma
Milton Avery|Milton Avery|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000153/4849_1637739.jpg|artic
Milton Avery|Milton Avery|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000153/4850_1637783.jpg|artic
Robert Gwathmey|Robert Gwathmey|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000153/4852_1637870.jpg|artic
Ben Shahn|Ben Shahn|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000151/2700_1607072.jpg|artic
George Inness|George Inness|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000148/376_1578449.jpg|artic
George Inness|George Inness|http://www.dia.org/user_area/comping/23.100.jpg|detroit
George Inness|George Inness|http://www.dia.org/user_area/comping/23.145-S1.jpg|detroit
George Inness|George Inness|http://www.dia.org/user_area/comping/51.331-S1.jpg|detroit
George Inness|George Minne|http://www.dia.org/user_area/comping/1986.48.jpg|detroit
George Inness|George Inness|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31974092-WEB.jpg|lacma
Daniel Garber|Daniel Garber|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000148/380_1578507.jpg|artic
Daniel Garber|Daniel Garber|http://www.dia.org/user_area/comping/18.2-D1.jpg|detroit
Arthur Dove|Arthur Dove|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000151/2749_1607881.jpg|artic
Arthur Dove|Arthur Dove|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000157/9010_1691742.jpg|artic
Arthur Dove|Arthur Dove|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000151/2751_1607947.jpg|artic
Marsden Hartley|Marsden Hartley|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000151/2755_1608053.jpg|artic
Marsden Hartley|Marsden Hartley|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000151/2759_1608161.jpg|artic
Marsden Hartley|Marsden Hartley|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000151/2762_1608209.jpg|artic
Marsden Hartley|Marsden Hartley|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000151/2760_1608184.jpg|artic
Elizabeth Sparhawk-Jones|Elizabeth Sparhawk-Jones|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000148/388_1578748.jpg|artic
Victor Dubreuil|Victor Dubreuil|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000154/5425_1647514.jpg|artic
William Merritt Chase|William Merritt Chase|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000163/20048_1763151.jpg|artic
William Merritt Chase|William Mark Fisher|http://www.dia.org/user_area/comping/07.11.jpg|detroit
William Merritt Chase|William Merritt Chase|http://www.dia.org/user_area/comping/16.16.jpg|detroit
William Merritt Chase|William Merritt Chase|http://www.dia.org/user_area/comping/16.5-S1.jpg|detroit
William Merritt Chase|William Merritt Chase|http://www.dia.org/user_area/comping/31.27-S1.jpg|detroit
William Merritt Chase|William Merritt Chase|http://www.dia.org/user_area/comping/43.486-S1.jpg|detroit
William Merritt Chase|William Merritt Chase|http://www.dia.org/user_area/comping/56.96-S1.jpg|detroit
William Merritt Chase|William Merritt Chase|http://www.dia.org/user_area/comping/67.254-D1.jpg|detroit
William Merritt Chase|William Merritt Chase|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31971174-WEB.jpg|lacma
William Merritt Chase|William Merritt Chase|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31971160-WEB.jpg|lacma
William Merritt Chase|William Merritt Chase|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31969851-WEB.jpg|lacma
William Merritt Chase|William Merritt Chase|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31813068-WEB.jpg|lacma
Walter Elmer Schofield|Walter Elmer Schofield|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000148/412_1579254.jpg|artic
Stuart Davis|Stuart Davis|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000154/5520_1649212.jpg|artic
James R. Hopkins|James R. Hopkins|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000148/423_1579469.jpg|artic
Frederick Clay Bartlett|Frederick Clay Bartlett|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000149/521_1581332.jpg|artic
Joseph Stella|Joseph Stella|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000154/5733_1653024.jpg|artic
Harry Leslie Hoffman|Harry Leslie Hoffman|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000149/544_1581469.jpg|artic
German Horacio|German Horacio|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000151/3081_1612032.jpg|artic
Hyman Bloom|Hyman Bloom|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000151/3236_1614577.jpg|artic
Julius Gari Melchers|Julius Gari Melchers|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000149/1405_1589471.jpg|artic
