keyword_painted_year | matching_year| image_url| museum
1879|1879|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-35619975-WEB.jpg|lacma
1879|1879|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-35619975-WEB.jpg|lacma
1533|1533|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000162/41771_1747416.jpg|artic
1700|1700|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000153/5030_1640991.jpg|artic
1700|1700|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000152/3815_1622149.jpg|artic
1700|1700|http://www.dia.org/user_area/comping/78.67.jpg|detroit
1700|1700|http://www.dia.org/user_area/comping/1988.20.1-S1.jpg|detroit
1700|1700|http://www.dia.org/user_area/comping/2002.61-D1.jpg|detroit
1700|1700|http://www.dia.org/user_area/comping/2005.22-D1.jpg|detroit
1700|1700|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31973932-WEB.jpg|lacma
1700|1700|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31973918-WEB.jpg|lacma
1700|1700|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31726248-WEB.jpg|lacma
1700|1700|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31766756-WEB.jpg|lacma
1700|1700|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31767413-WEB.jpg|lacma
1700|1700|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31726248-WEB.jpg|lacma
1700|1700|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31766756-WEB.jpg|lacma
